,IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,GO:Process,GO:Process ID,apoptosis_related
11112,RAB32,3038.4,3118.31,2845.57,3218.0,3280.58,3153.47,94.85600000000001,98.6746,94.3287,100.366,91.0708,96.6633,antigen processing and presentation///endosome to melanosome transport///melanosome assembly///phagosome maturation///small GTPase mediated signal transduction,GO:0019882///GO:0035646///GO:1903232///GO:0090382///GO:0007264,False
11126,RAB3GAP1,1203.79,1002.22,994.052,1004.04,895.025,919.0139999999999,1611.77,1663.09,1409.12,1627.87,1401.7,1402.33,brain development///camera-type eye development///establishment of protein localization to endoplasmic reticulum membrane///excitatory postsynaptic potential///face morphogenesis///hypothalamus development///lipid particle organization///positive regulation of GTPase activity///positive regulation of GTPase activity///positive regulation of autophagosome assembly///positive regulation of endoplasmic reticulum tubular network organization///positive regulation of gene expression///positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization///positive regulation of protein lipidation///regulation of GTPase activity///regulation of calcium ion-dependent exocytosis of neurotransmitter///regulation of short-term neuronal synaptic plasticity,GO:0007420///GO:0043010///GO:0097051///GO:0060079///GO:0060325///GO:0021854///GO:0034389///GO:0043547///GO:0043547///GO:2000786///GO:1903373///GO:0010628///GO:0061646///GO:1903061///GO:0043087///GO:1903233///GO:0048172,False
11145,RAB7A,3628.61,3611.27,3602.44,3931.48,3747.7,3571.56,2795.23,2734.93,2562.55,2684.6,2596.94,2866.22,"antigen processing and presentation of exogenous peptide antigen via MHC class II///bone resorption///early endosome to late endosome transport///endocytosis///endosome to lysosome transport///epidermal growth factor catabolic process///lipophagy///phagosome acidification///phagosome maturation///phagosome-lysosome fusion///positive regulation of exosomal secretion///positive regulation of protein catabolic process///positive regulation of viral process///protein targeting to lysosome///protein to membrane docking///protein transport///regulation of autophagosome assembly///retrograde transport, endosome to Golgi///small GTPase mediated signal transduction///viral release from host cell",GO:0019886///GO:0045453///GO:0045022///GO:0006897///GO:0008333///GO:0007174///GO:0061724///GO:0090383///GO:0090382///GO:0090385///GO:1903543///GO:0045732///GO:0048524///GO:0006622///GO:0022615///GO:0015031///GO:2000785///GO:0042147///GO:0007264///GO:0019076,False
11147,RAB8A,1624.23,1491.74,1587.31,1316.11,1435.86,1717.2,2358.96,2426.67,2530.58,2115.8,2146.71,1731.22,G2/M transition of mitotic cell cycle///Golgi vesicle fusion to target membrane///axonogenesis///cellular response to insulin stimulus///cellular response to insulin stimulus///cilium assembly///cilium assembly///membrane organization///protein localization to plasma membrane///protein localization to plasma membrane///protein secretion///regulation of long-term neuronal synaptic plasticity///regulation of protein transport///small GTPase mediated signal transduction///vesicle docking involved in exocytosis,GO:0000086///GO:0048210///GO:0007409///GO:0032869///GO:0032869///GO:0042384///GO:0042384///GO:0061024///GO:0072659///GO:0072659///GO:0009306///GO:0048169///GO:0051223///GO:0007264///GO:0006904,False
11149,RAB9A,917.921,991.42,862.427,926.482,937.8639999999999,775.909,965.617,805.495,880.895,1092.35,1154.86,1155.27,"negative regulation by host of symbiont molecular function///positive regulation of exocytosis///protein transport///regulation of protein localization///retrograde transport, endosome to Golgi///small GTPase mediated signal transduction",GO:0052405///GO:0045921///GO:0015031///GO:0032880///GO:0042147///GO:0007264,False
11151,RABEP1,979.2360000000001,1085.15,900.44,1001.74,1325.84,1108.35,444.736,421.296,387.704,750.345,733.125,547.578,apoptotic process///endocytosis///membrane fusion///positive regulation of GTPase activity///protein transport///vesicle-mediated transport,GO:0006915///GO:0006897///GO:0061025///GO:0043547///GO:0015031///GO:0016192,True
11153,RABEPK,3681.72,3143.28,3731.41,2770.49,2789.77,2559.14,1236.68,1185.94,1753.3,1111.85,1182.83,1478.24,receptor-mediated endocytosis///vesicle docking involved in exocytosis,GO:0006898///GO:0006904,False
11158,RABGGTB,1157.776,1343.5435,1351.5255,1109.1935,1144.7225,1093.31,2804.235,2851.025,2657.235,2146.87,2328.76,1954.9,cellular protein modification process///protein geranylgeranylation///protein geranylgeranylation///regulation of apoptotic process///visual perception,GO:0006464///GO:0018344///GO:0018344///GO:0042981///GO:0007601,True
11164,RAC1,3427.656,3232.6185,4145.6135,3574.9309999999996,3695.2005,3287.077,2575.201,2446.651,2136.243,2601.343,2778.0755,2482.8655,"Fc-epsilon receptor signaling pathway///Fc-gamma receptor signaling pathway involved in phagocytosis///G-protein coupled receptor signaling pathway///T cell costimulation///Wnt signaling pathway, planar cell polarity pathway///Wnt signaling pathway, planar cell polarity pathway///actin cytoskeleton organization///actin filament polymerization///anatomical structure arrangement///anatomical structure morphogenesis///auditory receptor cell morphogenesis///axon guidance///blood coagulation///bone resorption///cell adhesion///cell motility///cell proliferation///cell-cell junction organization///cell-matrix adhesion///cellular response to mechanical stimulus///cerebral cortex GABAergic interneuron development///cerebral cortex radially oriented cell migration///cochlea morphogenesis///dendrite morphogenesis///dopaminergic neuron differentiation///embryonic olfactory bulb interneuron precursor migration///engulfment of apoptotic cell///ephrin receptor signaling pathway///epithelial cell morphogenesis///homeostasis of number of cells within a tissue///hyperosmotic response///inflammatory response///intracellular signal transduction///lamellipodium assembly///localization within membrane///mast cell chemotaxis///movement of cell or subcellular component///negative regulation of interleukin-23 production///negative regulation of receptor-mediated endocytosis///platelet activation///positive regulation of DNA replication///positive regulation of Rho protein signal transduction///positive regulation of actin filament polymerization///positive regulation of apoptotic process///positive regulation of cell-substrate adhesion///positive regulation of focal adhesion assembly///positive regulation of lamellipodium assembly///positive regulation of lamellipodium assembly///positive regulation of neutrophil chemotaxis///positive regulation of phosphatidylinositol 3-kinase activity///positive regulation of protein phosphorylation///positive regulation of stress fiber assembly///positive regulation of substrate adhesion-dependent cell spreading///protein localization to plasma membrane///regulation of cell migration///regulation of cell size///regulation of cell size///regulation of defense response to virus by virus///regulation of fibroblast migration///regulation of hydrogen peroxide metabolic process///regulation of neuron maturation///regulation of respiratory burst///regulation of small GTPase mediated signal transduction///response to wounding///ruffle assembly///ruffle organization///ruffle organization///semaphorin-plexin signaling pathway///small GTPase mediated signal transduction///substrate adhesion-dependent cell spreading///synaptic transmission, GABAergic///vascular endothelial growth factor receptor signaling pathway",GO:0038095///GO:0038096///GO:0007186///GO:0031295///GO:0060071///GO:0060071///GO:0030036///GO:0030041///GO:0048532///GO:0009653///GO:0002093///GO:0007411///GO:0007596///GO:0045453///GO:0007155///GO:0048870///GO:0008283///GO:0045216///GO:0007160///GO:0071260///GO:0021894///GO:0021799///GO:0090103///GO:0048813///GO:0071542///GO:0021831///GO:0043652///GO:0048013///GO:0003382///GO:0048873///GO:0006972///GO:0006954///GO:0035556///GO:0030032///GO:0051668///GO:0002551///GO:0006928///GO:0032707///GO:0048261///GO:0030168///GO:0045740///GO:0035025///GO:0030838///GO:0043065///GO:0010811///GO:0051894///GO:0010592///GO:0010592///GO:0090023///GO:0043552///GO:0001934///GO:0051496///GO:1900026///GO:0072659///GO:0030334///GO:0008361///GO:0008361///GO:0050690///GO:0010762///GO:0010310///GO:0014041///GO:0060263///GO:0051056///GO:0009611///GO:0097178///GO:0031529///GO:0031529///GO:0071526///GO:0007264///GO:0034446///GO:0051932///GO:0048010,True
11168,RACK1,18219.7,18115.4,19948.2,19046.3,19003.2,20482.7,18366.6,19583.3,15252.3,18909.5,19219.3,17034.8,activation of cysteine-type endopeptidase activity involved in apoptotic process///apoptotic process///cell cycle///cell-cell adhesion///cellular response to glucose stimulus///cellular response to growth factor stimulus///gastrulation///negative regulation of Wnt signaling pathway///negative regulation of cell growth///negative regulation of endoplasmic reticulum unfolded protein response///negative regulation of gene expression///negative regulation of hydrogen peroxide-induced neuron death///negative regulation of peptidyl-serine phosphorylation///negative regulation of phagocytosis///negative regulation of protein kinase B signaling///negative regulation of protein tyrosine kinase activity///negative regulation of translation///osteoblast differentiation///positive regulation of GTPase activity///positive regulation of Golgi to plasma membrane protein transport///positive regulation of apoptotic process///positive regulation of apoptotic process///positive regulation of cAMP catabolic process///positive regulation of cell migration///positive regulation of ceramide biosynthetic process///positive regulation of cyclic-nucleotide phosphodiesterase activity///positive regulation of gastrulation///positive regulation of intrinsic apoptotic signaling pathway///positive regulation of mitochondrial depolarization///positive regulation of proteasomal ubiquitin-dependent protein catabolic process///positive regulation of protein homooligomerization///positive regulation of protein homooligomerization///positive regulation of protein phosphorylation///regulation of cell cycle///regulation of cell division///regulation of establishment of cell polarity///regulation of protein localization///regulation of tumor necrosis factor-mediated signaling pathway///rhythmic process///viral process,GO:0006919///GO:0006915///GO:0007049///GO:0098609///GO:0071333///GO:0071363///GO:0007369///GO:0030178///GO:0030308///GO:1900102///GO:0010629///GO:1903208///GO:0033137///GO:0050765///GO:0051898///GO:0061099///GO:0017148///GO:0001649///GO:0043547///GO:0042998///GO:0043065///GO:0043065///GO:0030822///GO:0030335///GO:2000304///GO:0051343///GO:2000543///GO:2001244///GO:0051901///GO:0032436///GO:0032464///GO:0032464///GO:0001934///GO:0051726///GO:0051302///GO:2000114///GO:0032880///GO:0010803///GO:0048511///GO:0016032,True
11171,RAD21,2505.14,2764.5405,2550.445,3089.095,2889.02,2738.23,1267.7325,1417.329,1562.9475,1476.5079999999998,1530.5775,1716.6729999999998,DNA recombination///apoptotic process///cell division///double-strand break repair///mitotic nuclear division///positive regulation of transcription from RNA polymerase II promoter///protein localization to chromatin///protein sumoylation///reciprocal meiotic recombination///regulation of transcription from RNA polymerase II promoter///sister chromatid cohesion///transcription from RNA polymerase II promoter,GO:0006310///GO:0006915///GO:0051301///GO:0006302///GO:0007067///GO:0045944///GO:0071168///GO:0016925///GO:0007131///GO:0006357///GO:0007062///GO:0006366,True
11173,RAD23A,991.42,1377.01,1375.66,964.7239999999999,834.9,761.193,1799.8,1698.96,2059.59,1701.14,1705.01,1833.0,nucleotide-excision repair///positive regulation of viral genome replication///proteasome-mediated ubiquitin-dependent protein catabolic process///regulation of proteasomal ubiquitin-dependent protein catabolic process///viral process,GO:0006289///GO:0045070///GO:0043161///GO:0032434///GO:0016032,False
11174,RAD23B,964.5010000000001,1094.28,948.268,756.965,879.325,817.4069999999999,870.3710000000001,961.435,893.575,792.2080000000001,913.7410000000001,984.825,"embryonic organ development///global genome nucleotide-excision repair///nucleotide-excision repair///nucleotide-excision repair, DNA damage recognition///nucleotide-excision repair, DNA damage recognition///nucleotide-excision repair, DNA duplex unwinding///nucleotide-excision repair, preincision complex assembly///proteasome-mediated ubiquitin-dependent protein catabolic process///regulation of proteasomal ubiquitin-dependent protein catabolic process///spermatogenesis",GO:0048568///GO:0070911///GO:0006289///GO:0000715///GO:0000715///GO:0000717///GO:0006294///GO:0043161///GO:0032434///GO:0007283,False
11196,RALA,1926.2,1847.6,1827.79,1774.66,1924.26,1669.99,3473.95,3317.5,2609.2,3001.82,2740.45,2331.18,Ras protein signal transduction///actin cytoskeleton reorganization///chemotaxis///cytokinesis///exocytosis///membrane organization///membrane raft localization///neural tube closure///positive regulation of filopodium assembly///regulation of exocytosis///signal transduction///viral process,GO:0007265///GO:0031532///GO:0006935///GO:0000910///GO:0006887///GO:0061024///GO:0051665///GO:0001843///GO:0051491///GO:0017157///GO:0007165///GO:0016032,False
11197,RALB,910.291,938.221,1117.75,825.165,875.325,849.683,2021.47,1767.35,1890.16,1947.19,1799.8,1611.77,Ras protein signal transduction///apoptotic process///cellular response to exogenous dsRNA///cellular response to starvation///cytokinesis///negative regulation of protein binding///positive regulation of autophagosome assembly///positive regulation of protein binding///positive regulation of protein phosphorylation///positive regulation of protein serine/threonine kinase activity///regulation of exocyst assembly///regulation of exocyst localization///signal transduction,GO:0007265///GO:0006915///GO:0071360///GO:0009267///GO:0000910///GO:0032091///GO:2000786///GO:0032092///GO:0001934///GO:0071902///GO:0001928///GO:0060178///GO:0007165,True
11198,RALBP1,687.548,607.979,672.6260000000001,622.679,696.01,554.3290000000001,985.846,895.025,915.052,1052.81,1116.3,862.198,chemotaxis///endocytosis///positive regulation of GTPase activity///regulation of GTPase activity///regulation of small GTPase mediated signal transduction///signal transduction///small GTPase mediated signal transduction///transmembrane transport///transport,GO:0006935///GO:0006897///GO:0043547///GO:0043087///GO:0051056///GO:0007165///GO:0007264///GO:0055085///GO:0006810,False
11209,RAN,2954.0265,2446.935,3208.2709999999997,2435.243,2846.5655,2748.518,2656.9405,2858.9715,2179.558,2627.4440000000004,2902.478,2261.615,"DNA metabolic process///actin cytoskeleton organization///androgen receptor signaling pathway///cell division///cell-cell adhesion///cellular protein complex localization///cellular response to mineralocorticoid stimulus///gene silencing by RNA///hippocampus development///intracellular transport of virus///mitotic nuclear division///mitotic spindle organization///positive regulation of protein binding///positive regulation of transcription, DNA-templated///pre-miRNA export from nucleus///protein export from nucleus///protein import into nucleus, translocation///protein localization to nucleolus///ribosomal large subunit export from nucleus///ribosomal small subunit export from nucleus///signal transduction///small GTPase mediated signal transduction///spermatid development///tRNA export from nucleus///viral process",GO:0006259///GO:0030036///GO:0030521///GO:0051301///GO:0098609///GO:0034629///GO:0071389///GO:0031047///GO:0021766///GO:0075733///GO:0007067///GO:0007052///GO:0032092///GO:0045893///GO:0035281///GO:0006611///GO:0000060///GO:1902570///GO:0000055///GO:0000056///GO:0007165///GO:0007264///GO:0007286///GO:0006409///GO:0016032,False
11210,RANBP1,3963.02,4327.16,4622.545,3400.93,3231.77,4272.355,3854.16,3800.34,4236.56,3172.725,3681.985,4284.04,G1/S transition of mitotic cell cycle///RNA export from nucleus///cell-cell adhesion///positive regulation of GTPase activity///positive regulation of mitotic centrosome separation///protein import into nucleus///signal transduction///spindle organization///ubiquitin-dependent protein catabolic process///viral process,GO:0000082///GO:0006405///GO:0098609///GO:0043547///GO:0046604///GO:0006606///GO:0007165///GO:0007051///GO:0006511///GO:0016032,False
11217,RANGAP1,2114.61,2307.41,2217.38,2031.18,2385.49,2459.29,2894.75,2466.3,2392.31,2017.45,2111.62,2289.86,cell-cell adhesion///cellular response to vasopressin///negative regulation of protein export from nucleus///positive regulation of GTPase activity///protein sumoylation///response to axon injury///signal transduction///sister chromatid cohesion,GO:0098609///GO:1904117///GO:0046826///GO:0043547///GO:0016925///GO:0048678///GO:0007165///GO:0007062,False
11224,RAP2A,863.321,971.192,1079.05,1678.67,1522.48,1688.22,508.653,443.21,474.014,977.936,873.12,956.544,Rap protein signal transduction///actin cytoskeleton reorganization///cellular protein localization///cellular response to drug///NOT establishment of epithelial cell apical/basal polarity///establishment of protein localization///microvillus assembly///negative regulation of cell migration///positive regulation of protein autophosphorylation///positive regulation of protein phosphorylation///protein localization to plasma membrane///regulation of JNK cascade///regulation of dendrite morphogenesis,GO:0032486///GO:0031532///GO:0034613///GO:0035690///NOT GO:0045198///GO:0045184///GO:0030033///GO:0030336///GO:0031954///GO:0001934///GO:0072659///GO:0046328///GO:0048814,False
11226,RAP2C,828.5219999999999,904.6460000000001,663.182,936.4730000000001,1044.41,822.8639999999999,899.225,882.706,978.822,1396.28,1293.44,1166.93,Rap protein signal transduction///establishment of endothelial intestinal barrier///establishment of endothelial intestinal barrier///NOT microvillus assembly///negative regulation of cell migration///positive regulation of protein autophosphorylation///regulation of nucleic acid-templated transcription///regulation of protein tyrosine kinase activity,GO:0032486///GO:0090557///GO:0090557///NOT GO:0030033///GO:0030336///GO:0031954///GO:1903506///GO:0061097,False
11239,RARRES1,152.6746667,111.28933329999998,155.26233330000002,211.645,162.046,161.2213333,3736.719,2685.64,2888.165333,8279.5,8093.110333,7323.84,negative regulation of cell proliferation,GO:0008285,False
11241,RARRES3,111.381,104.35600000000001,108.726,133.833,127.866,112.963,1685.03,1758.56,1585.85,5130.51,5192.88,3391.69,lipid catabolic process///negative regulation of cell proliferation///phospholipid metabolic process,GO:0016042///GO:0008285///GO:0006644,False
11242,RARS,3617.92,3663.23,3101.54,3389.25,3685.91,3747.7,4282.88,4689.3,4187.44,4999.23,4438.71,3862.56,arginyl-tRNA aminoacylation///cell-cell adhesion///tRNA aminoacylation for protein translation,GO:0006420///GO:0098609///GO:0006418,False
11243,RARS2,701.332,669.0360000000001,705.692,577.3,611.231,588.552,1435.86,1525.84,1190.74,1035.81,1064.44,1127.03,arginyl-tRNA aminoacylation///mitochondrial translation///tRNA aminoacylation for protein translation,GO:0006420///GO:0032543///GO:0006418,False
11275,RASSF7,469.505,435.458,521.635,358.82099999999997,367.061,412.69300000000004,1379.29,1598.64,1466.73,1209.88,1265.27,1220.39,apoptotic process///regulation of microtubule cytoskeleton organization///signal transduction,GO:0006915///GO:0070507///GO:0007165,True
11283,RB1CC1,1717.71,1850.55,1695.78,1959.48,1881.78,1880.27,949.956,820.1460000000001,930.345,964.946,830.2130000000001,783.831,"JNK cascade///autophagosome assembly///autophagy///cell cycle///heart development///liver development///macroautophagy///negative regulation of extrinsic apoptotic signaling pathway///positive regulation of cell size///positive regulation of protein phosphorylation///regulation of autophagy///regulation of transcription, DNA-templated///transcription, DNA-templated",GO:0007254///GO:0000045///GO:0006914///GO:0007049///GO:0007507///GO:0001889///GO:0016236///GO:2001237///GO:0045793///GO:0001934///GO:0010506///GO:0006355///GO:0006351,True
11288,RBBP7,1187.66,1630.95,1292.79,1320.24,1357.1,1536.16,1499.76,1450.83,1598.64,1520.02,1512.18,1850.55,"CENP-A containing nucleosome assembly///DNA replication///cell proliferation///cellular heat acclimation///histone deacetylation///multicellular organism development///negative regulation of cell growth///negative regulation of gene expression, epigenetic///negative regulation of transcription from RNA polymerase II promoter///regulation of signal transduction by p53 class mediator///response to steroid hormone///transcription, DNA-templated",GO:0034080///GO:0006260///GO:0008283///GO:0070370///GO:0016575///GO:0007275///GO:0030308///GO:0045814///GO:0000122///GO:1901796///GO:0048545///GO:0006351,False
11299,RBM10,914.3639999999999,796.8196667000001,730.9321,937.047,946.0356667000001,975.3068332999999,900.207,1028.616333,959.7503332999999,755.3839999999999,772.78,863.607,"RNA splicing///biological_process///mRNA processing///regulation of alternative mRNA splicing, via spliceosome///regulation of apoptotic process",GO:0008380///GO:0008150///GO:0006397///GO:0000381///GO:0042981,True
11301,RBM14,880.02,720.653,1079.37,944.971,961.435,1043.37,930.345,1044.41,936.4730000000001,954.8810000000001,1022.89,896.045,"DNA recombination///DNA repair///DNA replication///SMAD protein signal transduction///centriole assembly///glucocorticoid receptor signaling pathway///histone deacetylation///intracellular estrogen receptor signaling pathway///negative regulation of centriole replication///positive regulation of transcription from RNA polymerase II promoter///response to hormone///transcription, DNA-templated",GO:0006310///GO:0006281///GO:0006260///GO:0060395///GO:0098534///GO:0042921///GO:0016575///GO:0030520///GO:0046600///GO:0045944///GO:0009725///GO:0006351,False
11302,RBM15,964.7239999999999,895.8610000000001,932.613,860.6030000000001,823.192,889.965,1344.63,1160.11,1164.57,899.225,892.643,868.063,"mRNA splicing, via spliceosome///negative regulation of myeloid cell differentiation///NOT negative regulation of transcription, DNA-templated///patterning of blood vessels///placenta blood vessel development///positive regulation of transcription of Notch receptor target///spleen development///ventricular septum morphogenesis///viral process",GO:0000398///GO:0045638///NOT GO:0045892///GO:0001569///GO:0060674///GO:0007221///GO:0048536///GO:0060412///GO:0016032,False
11308,RBM22,3565.84,2885.6,3074.77,3350.61,3423.55,3359.45,2871.28,2698.01,2890.38,2428.0,2376.65,2103.57,"cellular response to drug///mRNA cis splicing, via spliceosome///mRNA splicing, via spliceosome///positive regulation of RNA splicing///positive regulation of intracellular protein transport///protein import into nucleus, translocation///spliceosomal snRNP assembly",GO:0035690///GO:0045292///GO:0000398///GO:0033120///GO:0090316///GO:0000060///GO:0000387,False
11311,RBM25,1165.5,1157.04,1317.4,1403.72,1549.52,1516.58,1222.24,1096.98,1281.73,1185.94,1291.91,1270.21,"RNA splicing///mRNA processing///regulation of alternative mRNA splicing, via spliceosome///regulation of apoptotic process",GO:0008380///GO:0006397///GO:0000381///GO:0042981,True
11320,RBM42,905.1419999999999,949.206,909.545,713.8539999999999,753.505,934.41,1227.43,1246.27,1122.67,937.2639999999999,1018.97,947.821,"negative regulation of mRNA splicing, via spliceosome",GO:0048025,False
11331,RBMX,738.816,976.76,689.985,821.166,901.752,999.32,720.44,904.834,827.8660000000001,1074.16,1100.37,986.635,"cellular response to interleukin-1///gene expression///mRNA splicing, via spliceosome///mRNA splicing, via spliceosome///membrane protein ectodomain proteolysis///negative regulation of mRNA splicing, via spliceosome///osteoblast differentiation///positive regulation of mRNA splicing, via spliceosome///positive regulation of transcription from RNA polymerase II promoter///protein homooligomerization///regulation of alternative mRNA splicing, via spliceosome///transcription from RNA polymerase II promoter",GO:0071347///GO:0010467///GO:0000398///GO:0000398///GO:0006509///GO:0048025///GO:0001649///GO:0048026///GO:0045944///GO:0051260///GO:0000381///GO:0006366,False
11337,RBP1,260.442,217.416,253.002,303.901,244.481,189.862,2953.6,2623.55,2312.44,5187.4,4795.98,4174.54,retinoic acid biosynthetic process///retinoid metabolic process///transport///vitamin A metabolic process,GO:0002138///GO:0001523///GO:0006810///GO:0006776,False
11347,RBSN,1404.61,1224.53,1185.54,1429.36,1275.02,1300.02,790.6030000000001,933.495,927.299,630.411,694.673,699.091,Golgi to endosome transport///Golgi to lysosome transport///Golgi to vacuole transport///blood coagulation///early endosome to Golgi transport///endocytosis///endosomal transport///endosomal vesicle fusion///protein transport///regulation of Golgi organization///vacuole inheritance,GO:0006895///GO:0090160///GO:0006896///GO:0007596///GO:0034498///GO:0006897///GO:0016197///GO:0034058///GO:0015031///GO:1903358///GO:0000011,False
11348,RBX1,3175.51,3501.53,4353.01,3698.34,3694.37,3894.07,3849.45,4019.99,5086.48,4301.79,4448.53,4552.6,"DNA damage response, detection of DNA damage///MAPK cascade///SCF-dependent proteasomal ubiquitin-dependent protein catabolic process///SCF-dependent proteasomal ubiquitin-dependent protein catabolic process///Wnt signaling pathway///global genome nucleotide-excision repair///negative regulation of canonical Wnt signaling pathway///nucleotide-excision repair, DNA damage recognition///nucleotide-excision repair, DNA duplex unwinding///nucleotide-excision repair, DNA incision///nucleotide-excision repair, DNA incision, 3'-to lesion///nucleotide-excision repair, DNA incision, 5'-to lesion///nucleotide-excision repair, preincision complex assembly///nucleotide-excision repair, preincision complex stabilization///proteasome-mediated ubiquitin-dependent protein catabolic process///proteasome-mediated ubiquitin-dependent protein catabolic process///protein monoubiquitination///protein neddylation///protein polyubiquitination///protein ubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///regulation of transcription from RNA polymerase II promoter in response to hypoxia///transcription-coupled nucleotide-excision repair///viral process",GO:0042769///GO:0000165///GO:0031146///GO:0031146///GO:0016055///GO:0070911///GO:0090090///GO:0000715///GO:0000717///GO:0033683///GO:0006295///GO:0006296///GO:0006294///GO:0006293///GO:0043161///GO:0043161///GO:0006513///GO:0045116///GO:0000209///GO:0016567///GO:0042787///GO:0061418///GO:0006283///GO:0016032,False
11351,RCAN1,2130.473,1901.7716670000002,1889.4766670000001,816.8653333,1132.976333,699.6286667,2094.692,2085.9903329999997,1634.084667,2095.361333,1851.5183329999998,1387.087833,"blood circulation///calcineurin-NFAT signaling cascade///central nervous system development///regulation of calcineurin-NFAT signaling cascade///regulation of catalytic activity///regulation of transcription, DNA-templated///signal transduction",GO:0008015///GO:0033173///GO:0007417///GO:0070884///GO:0050790///GO:0006355///GO:0007165,False
11358,RCC2,1669.28,1237.2,1667.3,2136.56,2149.56,2289.86,1998.65,1809.61,2062.69,3833.33,3317.5,3146.39,activation of GTPase activity///cell division///chromosome passenger complex localization to kinetochore///establishment of protein localization///focal adhesion assembly///integrin-mediated signaling pathway///mitotic nuclear division///negative regulation of GTPase activity///negative regulation of GTPase activity///negative regulation of focal adhesion assembly///negative regulation of substrate adhesion-dependent cell spreading///positive regulation of G2/M transition of mitotic cell cycle///positive regulation of attachment of spindle microtubules to kinetochore///regulation of cell migration///regulation of fibroblast migration///regulation of ruffle assembly///sister chromatid cohesion,GO:0090630///GO:0051301///GO:0072356///GO:0045184///GO:0048041///GO:0007229///GO:0007067///GO:0034260///GO:0034260///GO:0051895///GO:1900025///GO:0010971///GO:0051987///GO:0030334///GO:0010762///GO:1900027///GO:0007062,False
11362,RCN1,3228.3435,3531.43,3834.9585,3570.28,3643.434,3728.19,2303.09,2295.674,2319.8625,2667.2225,2857.262,2311.839,camera-type eye development///in utero embryonic development,GO:0043010///GO:0001701,False
11370,RDH11,1411.631,1590.5145,1447.477,1679.64,1610.756,1556.1675,2368.0825,2247.4245,2326.445,1981.425,1916.2905,2150.41,adaptation of rhodopsin mediated signaling///oxidation-reduction process///retinal metabolic process///retinoid metabolic process///retinol metabolic process,GO:0016062///GO:0055114///GO:0042574///GO:0001523///GO:0042572,False
11373,RDH14,745.485,719.9765,714.503,745.5575,743.196,697.237,1343.146,1247.07,1157.549,1068.9455,1086.1675,947.9665,osteoblast differentiation///oxidation-reduction process///retinol metabolic process,GO:0001649///GO:0055114///GO:0042572,False
11377,RDX,910.6010000000001,893.875,1056.43,1302.98,1242.48,1126.09,1080.05,1012.92,1087.81,790.245,885.768,1045.68,actin filament capping///apical protein localization///cell-cell adhesion///cellular response to thyroid hormone stimulus///establishment of endothelial barrier///establishment of protein localization///establishment of protein localization to plasma membrane///microvillus assembly///negative regulation of GTPase activity///negative regulation of adherens junction organization///negative regulation of cell size///negative regulation of homotypic cell-cell adhesion///positive regulation of G1/S transition of mitotic cell cycle///positive regulation of cell migration///positive regulation of cellular protein catabolic process///positive regulation of early endosome to late endosome transport///positive regulation of gene expression///positive regulation of protein localization to early endosome///protein kinase A signaling///regulation of GTPase activity///regulation of Rap protein signal transduction///regulation of actin filament bundle assembly///regulation of cell shape///regulation of cell size///regulation of organelle assembly///regulation of ruffle assembly,GO:0051693///GO:0045176///GO:0098609///GO:0097067///GO:0061028///GO:0045184///GO:0090002///GO:0030033///GO:0034260///GO:1903392///GO:0045792///GO:0034111///GO:1900087///GO:0030335///GO:1903364///GO:2000643///GO:0010628///GO:1902966///GO:0010737///GO:0043087///GO:0032487///GO:0032231///GO:0008360///GO:0008361///GO:1902115///GO:1900027,False
11388,REEP5,1429.36,1142.4,1377.58,1948.87,1818.54,1610.27,2896.13,2352.2,2517.39,2720.18,2953.6,2682.32,biological_process,GO:0008150,False
11420,REXO2,4645.12,4198.75,4568.9,4505.63,4110.85,4379.33,5654.34,4831.27,5250.49,5340.56,5452.29,5228.22,"RNA phosphodiester bond hydrolysis, exonucleolytic///nucleobase-containing compound metabolic process///nucleotide metabolic process",GO:0090503///GO:0006139///GO:0009117,False
11421,REXO4,960.203,626.552,718.497,647.871,618.934,534.265,1286.51,1480.73,939.738,753.085,792.79,638.872,"nucleic acid phosphodiester bond hydrolysis///regulation of transcription, DNA-templated",GO:0090305///GO:0006355,False
11425,RFC4,2933.17,2780.62,2516.16,2042.97,2231.94,2248.37,1612.855,1630.115,1317.13,1414.44,1449.21,1469.75,"DNA damage response, detection of DNA damage///DNA replication///DNA strand elongation involved in DNA replication///error-free translesion synthesis///error-prone translesion synthesis///nucleotide-excision repair, DNA gap filling///nucleotide-excision repair, DNA incision///nucleotide-excision repair, DNA incision, 5'-to lesion///positive regulation of DNA-directed DNA polymerase activity///regulation of signal transduction by p53 class mediator///telomere maintenance via recombination///transcription-coupled nucleotide-excision repair///translesion synthesis",GO:0042769///GO:0006260///GO:0006271///GO:0070987///GO:0042276///GO:0006297///GO:0033683///GO:0006296///GO:1900264///GO:1901796///GO:0000722///GO:0006283///GO:0019985,False
11434,RFWD2,997.9673667000002,959.6789332999999,892.2976667000001,881.4680000000001,885.8948667000001,784.165,1367.179333,1304.129333,1405.851333,1088.857867,1133.085667,1109.479667,positive regulation of proteasomal ubiquitin-dependent protein catabolic process///protein ubiquitination///response to ionizing radiation,GO:0032436///GO:0016567///GO:0010212,False
